"","host_response_rate","host_acceptance_rate","host_listings_count","accommodates","room_type","bedrooms","bathrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","latitude","longitude","city","zipcode","state","tidy_price"
"1494","100%","100%",2,2,"Private room",1,1.5,1,"$75.00",1,1125,7,38.942811153564,-76.9764949217099,"Washington","20018","DC",75
"1495","91%","91%",1,3,"Entire home/apt",1,1,2,"$60.00",2,1125,0,38.9498285710162,-76.9961091917945,"Washington","20017","DC",60
"1496","100%","100%",2,2,"Private room",1,1,1,"$75.00",2,6,4,38.9370220461063,-76.9960881055928,"Washington","20017","DC",75
"1497","100%","",1,4,"Entire home/apt",1,1,1,"$300.00",1,4,0,38.9330830997387,-76.9964604902597,"Washington","20017","DC",300
"1498","90%","86%",1,1,"Shared room",1,1,1,"$60.00",1,1125,5,38.9369061103166,-76.9912404774228,"Washington","20017","DC",60
"1499","92%","99%",23,4,"Private room",1,1,2,"$150.00",1,1125,1,38.9362215336997,-76.9915834362984,"Washington","20017","DC",150
"1500","95%","90%",2,8,"Entire home/apt",2,1,3,"$125.00",4,1125,0,38.9506025484567,-76.9951063988027,"Washington","20017","DC",125
"1501","91%","55%",1,2,"Entire home/apt",1,1,2,"$50.00",1,1125,4,38.9375302831011,-76.9999084163403,"Washington","20064","DC",50
"1502","81%","100%",2,9,"Entire home/apt",2,1,4,"$150.00",2,365,119,38.9459765670442,-76.9786015436163,"Washington","20017","DC",150
"1503","","",1,4,"Entire home/apt",2,2,2,"$1,200.00",1,1125,0,38.933793740388,-76.9973480285453,"Washington","20064","DC",1200
"1504","60%","100%",1,4,"Shared room",1,1.5,2,"$45.00",1,1125,8,38.9523300231195,-76.9866016693387,"Washington","20017","DC",45
"1505","100%","",1,2,"Private room",1,1,1,"$89.00",3,10,0,38.9327364139945,-76.9942493825617,"Washington","20017","DC",89
"1506","100%","",1,2,"Private room",1,1,1,"$75.00",2,4,1,38.949656375564,-76.9949301285649,"Washington","20017","DC",75
"1507","100%","100%",2,2,"Private room",1,1,1,"$65.00",1,1125,5,38.9438121730152,-76.9755419508851,"Washington","20018","DC",65
"1508","100%","100%",2,2,"Private room",1,1,1,"$55.00",1,15,63,38.949523787781,-76.9926317263953,"Washington","20017","DC",55
"1509","100%","100%",2,4,"Private room",1,1,1,"$67.00",1,1125,11,38.9459233185073,-76.9964401357255,"Washington","20017","DC",67
"1510","","",1,3,"Entire home/apt",1,1,1,"$1,000.00",1,3,0,38.9339399122946,-76.9959495732723,"Washington","20017","DC",1000
"1511","100%","100%",2,6,"Private room",1,1,1,"$129.00",1,1125,0,38.9369787239743,-76.9899409086898,"Washington","20017","DC",129
"1512","100%","100%",2,2,"Private room",1,1,1,"$55.00",2,150,19,38.9365472433433,-76.9955968858881,"Washington","20017","DC",55
"1513","92%","99%",23,2,"Private room",1,1,1,"$89.00",1,1125,4,38.9348335761955,-76.991026958677,"Washington","20017","DC",89
"1514","76%","95%",3,2,"Private room",1,1,2,"$75.00",2,1125,10,38.9349254159614,-76.9898895233372,"Washington","20017","DC",75
"1515","70%","86%",1,5,"Entire home/apt",3,2.5,3,"$150.00",1,1125,3,38.9372631646386,-76.991254181205,"Washington","20017","DC",150
"1516","","",1,2,"Private room",1,1,1,"$500.00",1,1125,0,38.9403945829532,-76.9894929423446,"Washington","20017","DC",500
"1517","","",1,3,"Entire home/apt",1,1,1,"$400.00",1,1125,0,38.9336144788006,-76.9946998161258,"Washington","20017","DC",400
"1518","100%","100%",1,4,"Entire home/apt",1,1,1,"$150.00",1,1125,0,38.9406592899307,-76.994991603613,"Washington","20017","DC",150
"1519","100%","100%",2,3,"Private room",1,1,1,"$67.00",1,1125,55,38.94564980894,-76.9967045409394,"Washington","20017","DC",67
"1520","83%","",2,10,"Entire home/apt",4,4,3,"$400.00",1,1125,0,38.9482878099521,-76.9975249575327,"Washington","20017","DC",400
"1521","","",1,6,"Entire home/apt",2,1,3,"$299.00",3,4,0,38.9410607053612,-76.9929671823752,"Washington","20017","DC",299
"1522","90%","100%",1,2,"Private room",1,1,1,"$42.00",4,1125,15,38.9527973697594,-76.9922322075709,"Washington","20017","DC",42
"1523","","",1,2,"Private room",1,1,1,"$1,200.00",2,4,0,38.9324251104616,-76.9961433511265,"Washington","20064","DC",1200
"1524","92%","99%",23,2,"Private room",1,1,2,"$89.00",1,1125,1,38.9345895117917,-76.9918363876723,"Washington","20017","DC",89
"1525","92%","99%",23,4,"Private room",1,1,2,"$150.00",1,1125,5,38.9361206627448,-76.9917958325831,"Washington","20017","DC",150
"1526","100%","100%",1,2,"Private room",1,1,1,"$42.00",1,1125,17,38.9463588041745,-76.9904720045064,"Washington","20017","DC",42
"1527","76%","95%",3,2,"Private room",1,1,1,"$85.00",2,30,15,38.9346542637736,-76.9910382451383,"Washington","20017","DC",85
"1528","100%","100%",2,2,"Private room",1,1,1,"$300.00",3,1125,0,38.9382473515704,-76.9890229695951,"Washington","20017","DC",300
"1529","90%","43%",1,2,"Entire home/apt",0,1,1,"$100.00",3,1125,14,38.9383028315125,-77.0317063209461,"Washington","20010","DC",100
"1530","69%","100%",2,6,"Entire home/apt",1,1,3,"$80.00",1,330,90,38.9391293462681,-77.018809143822,"Washington","20011","DC",80
"1531","100%","100%",1,2,"Entire home/apt",1,1,1,"$125.00",2,1125,9,38.9388676148898,-77.0197185921974,"Washington","20011","DC",125
"1532","100%","100%",1,2,"Private room",1,1,1,"$115.00",2,25,31,38.9444330407528,-77.0217904756045,"Washington","20011","DC",115
"1533","100%","0%",1,2,"Entire home/apt",1,1,1,"$84.00",2,25,8,38.9532226540996,-77.016659360312,"Washington","20011","DC",84
"1534","100%","100%",1,4,"Entire home/apt",1,1,1,"$110.00",1,1125,9,38.9479286726307,-77.0280020688333,"Washington","20011","DC",110
"1535","","",1,2,"Private room",1,1,1,"$75.00",2,1125,41,38.9364404313174,-77.0283347916933,"Washington, D.C.","20010","DC",75
"1536","70%","67%",1,2,"Private room",1,1.5,1,"$40.00",1,1125,1,38.941795692745,-77.0329150157089,"Washington","20011","DC",40
"1537","","",1,3,"Entire home/apt",1,1,1,"$88.00",1,1125,0,38.9374139507862,-77.0246744283213,"Washington","20011","DC",88
"1538","100%","80%",1,2,"Private room",1,1,1,"$50.00",1,1125,4,38.9608941559291,-77.0294493374817,"Washington","20011","DC",50
"1539","68%","91%",5,4,"Entire home/apt",2,2.5,2,"$120.00",1,1125,20,38.9446977956382,-77.013924116376,"Washington","20011","DC",120
"1540","100%","100%",1,4,"Entire home/apt",2,1,2,"$185.00",2,1125,7,38.9403021639234,-77.0340067592177,"Washington","20011","DC",185
"1541","67%","100%",1,2,"Entire home/apt",1,1,1,"$150.00",1,1125,7,38.953293223715,-77.0276081569263,"Washington","20011","DC",150
"1542","50%","",1,2,"Private room",1,1,1,"$57.00",1,1125,1,38.9386737616799,-77.0344635553204,"Washington","20011","DC",57
"1543","100%","100%",2,4,"Entire home/apt",2,1,2,"$94.00",3,1125,0,38.9374039527653,-77.0322975602514,"Washington","20010","DC",94
"1544","70%","50%",1,3,"Entire home/apt",1,1,1,"$100.00",1,4,9,38.9362289508268,-77.0248605980966,"Washington","20010","DC",100
"1545","100%","100%",1,3,"Entire home/apt",1,1,1,"$89.00",1,1125,3,38.9388888000336,-77.0293631797547,"Washington","20011","DC",89
"1546","","",1,2,"Private room",1,1,1,"$80.00",1,1125,0,38.9368499225037,-77.0242926085011,"Washington","20011","DC",80
"1547","99%","89%",25,4,"Entire home/apt",0,1,1,"$85.00",3,1125,0,38.952332125969,-77.0158592930278,"Washington","20011","DC",85
"1548","70%","25%",1,3,"Entire home/apt",1,1,1,"$90.00",2,31,1,38.937460823584,-77.0262148316907,"Washington","20010","DC",90
"1549","100%","100%",2,2,"Private room",1,1.5,1,"$72.00",2,30,17,38.9577183000914,-77.0213889678169,"Washington","20011","DC",72
"1550","100%","100%",1,2,"Private room",1,1,1,"$65.00",7,1125,0,38.9524302967626,-77.0224014582047,"Washington","20011","DC",65
"1551","27%","88%",2,1,"Private room",1,1,1,"$65.00",7,1125,6,38.9398035604664,-77.0235084905914,"Washington","20011","DC",65
"1552","100%","89%",1,4,"Entire home/apt",1,1,1,"$97.00",2,1125,130,38.95720510901,-77.02070854179,"Washington","20011","DC",97
"1553","68%","91%",5,2,"Private room",1,2,2,"$55.00",1,1125,6,38.9428988193687,-77.0184021520396,"Washington","20011","DC",55
"1554","","",1,2,"Entire home/apt",0,1,1,"$90.00",1,1125,0,38.9386772460515,-77.0273607368605,"Washington","20011","DC",90
"1555","85%","79%",19,1,"Private room",1,3,1,"$45.00",4,365,1,38.9366889095649,-77.0235997089293,"Washington","20010","DC",45
"1556","","",1,2,"Entire home/apt",1,1,1,"$120.00",2,1125,0,38.9548039120895,-77.0114009879401,"Washington","20011","DC",120
"1557","100%","100%",1,4,"Entire home/apt",1,1,2,"$99.00",2,30,25,38.9414301995937,-77.0179925545306,"Washington","20011","DC",99
"1558","","",1,1,"Private room",1,1,1,"$100.00",1,5,1,38.9598797079629,-77.0362236125636,"Washington","20011","DC",100
"1559","100%","69%",2,6,"Entire home/apt",2,1,2,"$150.00",2,35,15,38.948336040999,-77.0205739123345,"Washington","20011","DC",150
"1560","85%","79%",19,1,"Private room",1,2.5,1,"$32.00",4,365,1,38.9383993981998,-77.0236337977272,"Washington","20010","DC",32
"1561","100%","100%",2,5,"Entire home/apt",4,3.5,3,"$140.00",2,30,21,38.9588759940834,-77.0255385688281,"Washington","20011","DC",140
"1562","68%","91%",5,2,"Private room",1,1.5,1,"$59.00",1,1125,57,38.9424478641997,-77.0207856343244,"Washington","20011","DC",59
"1563","100%","100%",1,2,"Private room",1,1,1,"$63.00",1,7,10,38.9401858109385,-77.018466476731,"Washington","20011","DC",63
"1564","87%","100%",2,2,"Private room",1,1.5,1,"$85.00",1,30,49,38.9534313878348,-77.0306949597561,"Washington","20011","DC",85
"1565","88%","100%",1,16,"Entire home/apt",10,8,13,"$1,250.00",3,1125,0,38.9504734119409,-77.0333735110889,"Washington","20011","DC",1250
"1566","100%","95%",3,16,"Entire home/apt",5,3.5,5,"$299.00",3,365,8,38.9443272864979,-77.01514891352,"Washington, D.C.","20011","DC",299
"1567","58%","51%",480,10,"Entire home/apt",5,2,5,"$520.00",3,730,6,38.9480812485994,-77.0300588153233,"Washington","20011","DC",520
"1568","100%","100%",4,4,"Private room",1,2.5,1,"$72.00",2,28,45,38.9478918297638,-77.0228158349307,"Washington","20011","DC",72
"1569","90%","100%",1,6,"Entire home/apt",3,2.5,3,"$200.00",2,1125,10,38.9473287111526,-77.0248640261816,"Washington","20011","DC",200
"1570","100%","100%",2,3,"Private room",1,1.5,2,"$64.00",3,1125,2,38.939578686628,-77.0227185197678,"Washington","20011","DC",64
"1571","100%","",1,2,"Private room",1,1,1,"$55.00",1,10,0,38.9443734370977,-77.0245490088342,"Washington","20011","DC",55
"1572","100%","96%",4,2,"Private room",1,1,1,"$70.00",1,1125,23,38.9439357708618,-77.0454029184857,"Washington","20010","DC",70
"1573","100%","100%",1,4,"Entire home/apt",1,1,1,"$85.00",2,1125,2,38.9446135612866,-77.0175771442743,"Washington","20011","DC",85
"1574","90%","67%",1,3,"Entire home/apt",1,1,1,"$120.00",4,50,16,38.9371916319908,-77.0329292043596,"Washington","20010","DC",120
"1575","","",1,2,"Private room",1,1.5,1,"$75.00",2,1125,0,38.9493489150183,-77.0234501287881,"Washington","20011","DC",75
"1576","100%","67%",1,6,"Entire home/apt",3,1.5,3,"$150.00",2,1125,5,38.948150064002,-77.023303591835,"Washington","20011","DC",150
"1577","","",1,3,"Entire home/apt",1,1,1,"$275.00",1,15,9,38.9399124114929,-77.0271598678527,"Washington","20011","DC",275
"1578","100%","100%",2,6,"Entire home/apt",4,3.5,3,"$215.00",2,1125,1,38.9442395904159,-77.0190617895394,"Washington","20011","DC",215
"1579","27%","88%",2,2,"Private room",1,1,1,"$85.00",2,1125,6,38.9401232042751,-77.0242654094924,"Washington","20011","DC",85
"1580","100%","80%",1,2,"Private room",1,1,1,"$90.00",1,1125,11,38.9587298390109,-77.0304923304688,"Washington","20011","DC",90
"1581","100%","91%",1,2,"Entire home/apt",1,1,1,"$60.00",2,1125,10,38.9387731712513,-77.019069575285,"Washington","20011","DC",60
"1582","88%","100%",1,3,"Entire home/apt",1,1,1,"$99.00",1,1125,0,38.9442973110703,-77.0211371483191,"Washington","20011","DC",99
"1583","100%","92%",1,4,"Entire home/apt",1,1,1,"$89.00",1,1125,54,38.952049487182,-77.020699007435,"Washington","20011","DC",89
"1584","33%","",2,6,"Entire home/apt",3,3.5,3,"$395.00",3,1125,3,38.9586147993165,-77.0331148406119,"Washington","20011","DC",395
"1585","100%","77%",1,2,"Private room",1,1.5,1,"$78.00",1,1125,10,38.9409047161634,-77.0380897950111,"Washington","20011","DC",78
"1586","100%","60%",3,6,"Entire home/apt",2,2.5,2,"$180.00",2,1125,0,38.9401570537796,-77.0227597489347,"Washington","20011","DC",180
"1587","92%","88%",2,2,"Private room",1,1.5,1,"$200.00",1,1125,2,38.9373844986703,-77.0285341386904,"Washington","20010","DC",200
"1588","100%","100%",2,4,"Entire home/apt",2,1.5,2,"$145.00",4,11,0,38.9585226261277,-77.020578592995,"Washington","20011","DC",145
"1589","100%","100%",4,6,"Private room",1,2.5,2,"$134.00",2,30,7,38.9496130017196,-77.0226473527521,"Washington","20011","DC",134
"1590","100%","78%",6,2,"Private room",1,1,1,"$75.00",2,1125,34,38.9386916872414,-77.0183361472554,"Washington","20011","DC",75
"1591","100%","100%",1,3,"Entire home/apt",2,1,2,"$100.00",2,10,21,38.9509840260206,-77.0285866642556,"Washington","20011","DC",100
"1592","100%","100%",1,2,"Entire home/apt",1,1,1,"$95.00",2,1125,5,38.9388369117578,-77.023583122602,"Washington","20011","DC",95
"1593","100%","100%",4,2,"Private room",1,2.5,1,"$67.00",2,31,32,38.9491928384568,-77.0234066452703,"Washington","20011","DC",67
"1594","100%","90%",2,11,"Entire home/apt",3,3,6,"$260.00",1,365,84,38.9499468924772,-77.0201086344095,"Washington","20011","DC",260
"1595","100%","95%",2,2,"Private room",1,1,1,"$75.00",2,1125,75,38.9435247114089,-77.013175571318,"Washington","20011","DC",75
"1596","100%","75%",1,2,"Private room",1,1,1,"$60.00",1,30,2,38.9535120047665,-77.0211524792308,"Washington","20011","DC",60
"1597","90%","89%",1,3,"Private room",1,1,1,"$65.00",4,1125,3,38.9525413866105,-77.0308162686208,"Washington","20011","DC",65
"1598","78%","100%",2,4,"Entire home/apt",1,1,2,"$89.00",2,1125,18,38.9419816620914,-77.0334188976878,"Washington","20011","DC",89
"1599","100%","",1,2,"Entire home/apt",1,1,1,"$70.00",1,1125,1,38.9393657036974,-77.0267050392887,"Washington","20011","DC",70
"1600","100%","85%",2,4,"Entire home/apt",1,1,2,"$99.00",2,1125,16,38.9392300867935,-77.0302678906892,"Washington","20011","DC",99
"1601","100%","100%",1,4,"Entire home/apt",0,1,1,"$99.00",1,1125,72,38.9506625159554,-77.0165857113656,"Washington","20011","DC",99
"1602","100%","67%",1,2,"Private room",1,1,1,"$65.00",1,1125,8,38.9404969420495,-77.0328424904274,"Washington","20011","DC",65
"1603","100%","100%",1,3,"Entire home/apt",0,1,2,"$85.00",2,1125,24,38.9485763075026,-77.0210213762738,"Washington","20011","DC",85
"1604","100%","25%",1,4,"Entire home/apt",2,1,2,"$70.00",1,1125,2,38.9383725084434,-77.0361286226363,"Washington","20010","DC",70
"1605","100%","",1,2,"Private room",1,1,1,"$49.00",1,1125,0,38.9450068056341,-77.0163895184519,"Washington","20011","DC",49
"1606","75%","100%",1,1,"Private room",1,1,1,"$70.00",6,150,10,38.9475509950011,-77.0310525419071,"Washington","20011","DC",70
"1607","","",1,5,"Entire home/apt",3,1.5,3,"$145.00",1,1125,2,38.945551318802,-77.0177561300779,"Washington","20011","DC",145
"1608","33%","",2,2,"Private room",1,1,1,"$125.00",3,30,0,38.9594919966434,-77.0314506957762,"Washington","20011","DC",125
"1609","100%","100%",2,3,"Entire home/apt",1,1.5,1,"$75.00",1,1125,3,38.9456300590739,-77.0180525890838,"Washington","20011","DC",75
"1610","100%","94%",1,2,"Private room",1,1,1,"$50.00",14,160,3,38.956354289828,-77.0225239614292,"Washington","20011","DC",50
"1611","85%","79%",19,1,"Private room",1,2.5,1,"$45.00",5,365,4,38.9365610557718,-77.0237739163667,"Washington","20010","DC",45
"1612","100%","100%",1,2,"Entire home/apt",1,1,1,"$125.00",2,365,5,38.9369303697769,-77.0240401398591,"Washington","20011","DC",125
"1613","85%","79%",19,1,"Private room",1,2.5,1,"$45.00",4,365,3,38.9382132145738,-77.0250250654404,"Washington","20010","DC",45
"1614","70%","78%",1,3,"Entire home/apt",1,1,1,"$100.00",2,1125,22,38.941555084444,-77.0177693908393,"Washington","20011","DC",100
"1615","100%","100%",4,6,"Private room",1,1.5,2,"$119.00",1,1125,4,38.9492367402253,-77.0223976573445,"Washington","20011","DC",119
"1616","100%","60%",3,2,"Private room",1,1.5,1,"$95.00",3,1125,3,38.942145764041,-77.0222336120747,"Washington","20011","DC",95
"1617","100%","67%",1,2,"Private room",1,1,1,"$60.00",1,730,1,38.9372408141278,-77.0264882629057,"Washington","20011","DC",60
"1618","100%","78%",3,4,"Entire home/apt",0,1,2,"$77.00",3,1125,6,38.94381959465,-77.024134691412,"Washington","20011","DC",77
"1619","100%","",1,8,"Entire home/apt",4,4,5,"$500.00",2,1125,3,38.9495621425755,-77.0318234887504,"Washington","20011","DC",500
"1620","100%","93%",1,2,"Private room",1,1.5,1,"$50.00",1,1125,36,38.9401213544417,-77.0338805469868,"Washington, D.C.","20011","DC",50
"1621","68%","91%",5,2,"Private room",1,1.5,1,"$59.00",1,1125,25,38.9408328478266,-77.0187102619281,"Washington","20011","DC",59
"1622","100%","100%",1,4,"Entire home/apt",1,1,2,"$110.00",2,90,89,38.9420944908222,-77.0145465765053,"Washington","20011","DC",110
"1623","85%","79%",19,1,"Private room",1,4,1,"$30.00",4,365,4,38.9381504498733,-77.0237794322345,"Washington","20010","DC",30
"1624","100%","",1,2,"Private room",1,1,1,"$95.00",1,1125,5,38.9503472633661,-77.022690061797,"Washington","20011","DC",95
"1625","100%","90%",1,4,"Entire home/apt",1,1,1,"$91.00",1,1125,39,38.9426946760064,-77.0224572834153,"Washington","20011","DC",91
"1626","100%","100%",2,12,"Entire home/apt",4,3.5,6,"$283.00",4,90,26,38.9459232859771,-77.0233097262415,"Washington","20011","DC",283
"1627","100%","67%",1,4,"Entire home/apt",1,1,2,"$125.00",2,1125,1,38.9387201891088,-77.0210522306958,"Washington","20011","DC",125
"1628","100%","100%",2,14,"Entire home/apt",4,3.5,7,"$283.00",4,90,19,38.9468430207451,-77.0229431654481,"Washington","20011","DC",283
"1629","100%","100%",1,2,"Entire home/apt",1,1,1,"$96.00",2,1125,2,38.9387734452287,-77.02940612307,"Washington","20011","DC",96
"1630","100%","100%",1,2,"Entire home/apt",1,1,1,"$84.00",2,1125,14,38.9402506313036,-77.0305724206189,"Washington","20011","DC",84
"1631","100%","60%",3,2,"Entire home/apt",1,1,1,"$90.00",3,1125,3,38.9418121927013,-77.0225414021451,"Washington","20011","DC",90
"1632","100%","95%",2,2,"Private room",1,1,1,"$73.00",2,1125,100,38.9456479520214,-77.0181779504369,"Washington","20011","DC",73
"1633","95%","92%",2,1,"Private room",1,2,1,"$60.00",1,1125,4,38.9430117932891,-77.0333215913896,"Washington","20011","DC",60
"1634","100%","100%",2,2,"Private room",1,1.5,1,"$62.00",3,200,6,38.9405693332304,-77.0213153999545,"Washington","20011","DC",62
"1635","100%","85%",2,10,"Entire home/apt",3,2.5,5,"$240.00",2,1125,3,38.9409219237851,-77.031757597926,"Washington","20011","DC",240
"1636","100%","100%",1,8,"Entire home/apt",3,2.5,4,"$223.00",2,1125,7,38.9559194315769,-77.0248558420909,"Washington","20011","DC",223
"1637","100%","100%",1,3,"Entire home/apt",1,1.5,1,"$150.00",1,1125,3,38.9385968239807,-77.023572924304,"Washington","20011","DC",150
"1638","100%","69%",2,2,"Private room",1,1,1,"$60.00",1,6,27,38.9475335359376,-77.0211886878542,"Washington","20011","DC",60
"1639","100%","100%",2,2,"Private room",1,1.5,1,"$97.00",1,1125,101,38.9418418987463,-77.0219908479806,"Washington","20011","DC",97
"1640","90%","100%",1,2,"Shared room",1,1,1,"$35.00",1,1125,17,38.9446154845019,-77.0247233240025,"Washington","20011","DC",35
"1641","100%","100%",2,10,"Entire home/apt",5,2,7,"$250.00",2,1125,4,38.9525699952138,-77.0302981679846,"Washington","20011","DC",250
"1642","94%","100%",1,6,"Private room",1,1,3,"$90.00",1,1125,0,38.9499293389581,-77.0149219929994,"Washington","20011","DC",90
"1643","100%","100%",1,2,"Private room",1,1,1,"$60.00",1,7,8,38.9599785396919,-77.0382816546343,"Washington","20011","DC",60
"1644","90%","100%",2,6,"Entire home/apt",2,1,2,"$95.00",1,1125,9,38.9498798659324,-77.0157951186411,"Washington","20011","DC",95
"1645","100%","70%",2,2,"Private room",1,1.5,1,"$68.00",2,45,116,38.9403613278719,-77.0160118251409,"Washington","20011","DC",68
"1646","100%","70%",2,2,"Private room",1,1.5,1,"$68.00",2,21,102,38.9383871190958,-77.0178341927586,"Washington","20011","DC",68
"1647","","",1,4,"Entire home/apt",1,1,2,"$90.00",7,1125,0,38.9466955768203,-77.0229289256339,"Washington","20011","DC",90
"1648","100%","",1,2,"Entire home/apt",0,1,1,"$128.00",4,1125,51,38.9536165355046,-77.0335991983073,"Washington","20011","DC",128
"1649","100%","100%",1,2,"Private room",1,1,1,"$79.00",7,1125,1,38.958666214968,-77.0293132251667,"Washington","20011","DC",79
"1650","95%","92%",2,1,"Private room",1,1,1,"$72.00",1,1125,43,38.9428852501147,-77.0348513565618,"Washington","20011","DC",72
"1651","100%","25%",2,2,"Entire home/apt",0,1,1,"$55.00",1,1125,17,38.937523667125,-77.0361241511216,"Washington","20010","DC",55
"1652","58%","51%",480,3,"Entire home/apt",1,1,1,"$165.00",7,365,0,38.9481451074536,-77.0341440406923,"Washington","20011","DC",165
"1653","","",1,1,"Private room",1,1,1,"$100.00",4,5,1,38.9365020663459,-77.0255615295144,"Washington","20011","DC",100
"1654","91%","100%",4,2,"Private room",1,2,1,"$65.00",1,1125,0,38.9407968438073,-77.0237403906437,"Washington","20011","DC",65
"1655","","",1,2,"Private room",1,1,1,"$120.00",2,4,0,38.9548078501697,-77.012922282163,"Washington","20011","DC",120
"1656","80%","",1,2,"Private room",1,1,1,"$80.00",3,1125,12,38.9421516024916,-77.0225503848923,"Washington","20011","DC",80
"1657","100%","83%",1,4,"Entire home/apt",2,1,2,"$128.00",1,1125,47,38.9406016896041,-77.0192983290297,"Washington","20011","DC",128
"1658","83%","100%",1,2,"Private room",1,1.5,1,"$75.00",1,1125,1,38.9362038216178,-77.0278938963793,"Washington","20010","DC",75
"1659","90%","90%",1,2,"Private room",1,1,1,"$75.00",2,40,2,38.9377895563695,-77.0337863111816,"Washington","20010","DC",75
"1660","100%","78%",6,8,"Entire home/apt",4,2.5,4,"$240.00",1,1125,0,38.937800602841,-77.0193585721917,"Washington","20011","DC",240
"1661","92%","100%",1,1,"Private room",1,1,1,"$60.00",1,1125,60,38.9434043809836,-77.0344056917297,"Washington","20011","DC",60
"1662","100%","100%",2,5,"Entire home/apt",2,2,3,"$100.00",20,70,0,38.936091886798,-77.0429378118921,"Washington","20010","DC",100
"1663","100%","100%",6,2,"Private room",1,1.5,1,"$140.00",2,1125,20,38.9547921938911,-77.0363139464216,"Washington","20011","DC",140
"1664","100%","",1,6,"Entire home/apt",3,2,4,"$120.00",5,1125,2,38.9506845917371,-77.0203550202879,"Washington","20011","DC",120
"1665","85%","79%",19,1,"Private room",1,3,1,"$40.00",4,360,5,38.9374081900577,-77.0248756307184,"Washington","20010","DC",40
"1666","63%","100%",1,2,"Private room",1,1.5,1,"$65.00",1,1125,0,38.9414129291172,-77.0228232256434,"Washington","20011","DC",65
"1667","90%","94%",1,4,"Entire home/apt",1,1,3,"$70.00",2,35,62,38.9487828942215,-77.015602743645,"Washington","20011","DC",70
"1668","87%","100%",2,5,"Entire home/apt",2,2.5,2,"$165.00",4,1125,2,38.9539601751859,-77.0286389023661,"Washington, D.C.","20011","DC",165
"1669","100%","100%",2,6,"Entire home/apt",2,1,2,"$119.00",1,14,1,38.9360593275812,-77.0285368666178,"Washington","20010","DC",119
"1670","100%","80%",1,2,"Shared room",1,1,1,"$34.00",1,3,1,38.9369771275658,-77.0240648061511,"Washington","20011","DC",34
"1671","100%","81%",1,2,"Entire home/apt",1,1,1,"$100.00",1,1125,44,38.943222463223,-77.0386865898224,"Washington","20011","DC",100
"1672","50%","100%",1,2,"Private room",1,1,1,"$50.00",1,1125,2,38.9457247708859,-77.0251867514411,"Washington","20011","DC",50
"1673","100%","100%",1,4,"Entire home/apt",2,1,2,"$155.00",3,1125,7,38.942251589975,-77.0378167827205,"Washington","20011","DC",155
"1674","40%","",1,2,"Private room",1,3.5,1,"$125.00",1,1125,4,38.9384077633205,-77.0174592064736,"Washington","20011","DC",125
"1675","100%","",1,1,"Private room",1,1,1,"$125.00",1,3,0,38.9370159433842,-77.0234530134654,"Washington","20011","DC",125
"1676","100%","100%",4,4,"Entire home/apt",1,1.5,1,"$109.00",1,1825,96,38.9436290505615,-77.045622972879,"Washington","20011","DC",109
"1677","68%","91%",5,2,"Private room",1,1,1,"$52.00",1,1125,7,38.94142247692,-77.0179655634876,"Washington","20011","DC",52
"1678","","",1,2,"Entire home/apt",2,1.5,2,"$250.00",1,1125,1,38.9516168622993,-77.0198842886744,"Washington","20011","DC",250
"1679","100%","100%",2,4,"Private room",1,1.5,2,"$139.00",1,1125,58,38.9420232533394,-77.0232782788981,"Washington","20011","DC",139
"1680","80%","100%",1,2,"Private room",1,1,1,"$84.00",1,1125,4,38.9389454778893,-77.0221103845456,"Washington","20011","DC",84
"1681","","",1,2,"Private room",1,1,1,"$100.00",2,1125,0,38.9540300149822,-77.0114049265303,"Washington","20011","DC",100
"1682","100%","100%",1,2,"Private room",1,1,1,"$69.00",1,1125,2,38.9385070807481,-77.0243980721188,"Washington","20011","DC",69
"1683","60%","100%",1,3,"Private room",1,1,3,"$90.00",1,1125,5,38.9552107105561,-77.0201000075344,"Washington","20011","DC",90
"1684","80%","100%",1,3,"Entire home/apt",1,1,1,"$115.00",2,10,19,38.9365933511943,-77.0248804122249,"Washington","20010","DC",115
"1685","100%","100%",1,2,"Private room",1,1,1,"$50.00",1,1125,6,38.9443712976414,-77.0251661520226,"Washington","20011","DC",50
"1686","","",1,2,"Entire home/apt",1,1,1,"$60.00",1,1125,0,38.9421766668076,-77.0244638318478,"Washington","20011","DC",60
"1687","100%","88%",3,2,"Entire home/apt",1,1,1,"$50.00",7,9,2,38.9488727443042,-77.0182990189979,"Washington","20011","DC",50
"1688","100%","100%",1,2,"Entire home/apt",1,1,1,"$89.00",1,1125,3,38.9539216512984,-77.0200989534038,"Washington","20011","DC",89
"1689","100%","100%",2,7,"Entire home/apt",4,2.5,4,"$240.00",2,120,11,38.9439628488745,-77.0353265306388,"Washington","20011","DC",240
"1690","100%","100%",1,2,"Private room",1,1,2,"$68.00",7,1125,22,38.9524781234604,-77.029787948422,"Washington","20011","DC",68
"1691","91%","100%",4,2,"Private room",1,2,1,"$65.00",1,1125,20,38.941649362111,-77.025330761875,"Washington","20011","DC",65
"1692","","",1,8,"Entire home/apt",3,2,4,"$395.00",3,1125,0,38.9499532244853,-77.0312747200085,"Washington","20011","DC",395
"1693","","",1,6,"Entire home/apt",3,2,1,"$525.00",2,4,0,38.9535114277033,-77.0221165007164,"Washington","20011","DC",525
